source_id	source_domain	author_id	author_name	title	body
16455	Linda Ikeji's Blog	682550		Coronavirus: 140 Lebanese evacuated out of Nigeria	"Following the Coronavirus pandemic in Nigeria, the Lebanese government today evacuated one hundred and forty Lebanese nationals via the Murtala Muhammed International Airport, Lagos.

They were flown out of the Lagos airport by Middle East Airlines (MEA) after undergoing series of screening. The aircraft which flew into the country under humanitarian arrangement, departed the country on Sunday evening, April 5.

Earlier today, 37 Egyptians were evacuated out of the country through the Sam Mbakwe International airport."
16455	Linda Ikeji's Blog	682550		Coronavirus: UK prime minister, Boris Johnson, hospitalized	"UK Prime Minister, Boris Johnson, has been hospitalized after showing persistent Coronavirus symptoms. The 55 year old politician took to social media on March 27, to announce he tested positive for the novel COVID-19 and had been in self-isolation at his Downing Street residence for seven days.

A statement released from his office today, says he is being admitted on his doctor's advice. It is understood Johnson’s admission is not an emergency and was considered sensible because of his ongoing symptoms.

He is reported to be in an NHS hospital in London where he will stay for “as long as needed”.

“On the advice of his doctor, the Prime Minister has tonight been admitted to hospital for tests. This is a precautionary step, as the Prime Minister continues to have persistent symptoms of coronavirus 10 days after testing positive for the virus.” the statement read in part

Johnson is the most high-profile world leader to contract the virus. His pregnant partner, Carrie Symonds, said she has been ill with symptoms for a week but was now recovering."
2211	NY Daily News	954759	David Matthews	German priest prints out photos of congregants to ‘attend’ virtual mass	Germany has been hit hard by the coronavirus which led to Chancellor Angela Merkel announcing in mid-March that people should stay at home and only leave for trips to work and essential stores, like grocery shops and pharmacies.Church services have been affected by the ban on public gatherings, but a priest at one church is trying his hardest to liven things up for those attending virtual mass.Joachim Giesler, the pastor at Our Lady of Achern, in the town of Achern, has been live-streaming mass services for his congregation, but he asked parishioners to email him photos. After receiving about 200 submissions, Giesler printed out the photos and taped them up in the pews, allowing the priest to still see his congregants’s faces while performing mass.Priest Joachim Giesler stands in the parish church in front of photos with parishioners who were asked to send in photos after the service was closed due to coronavirus in Achern, Germany, Sunday, March 29.“It was a bit weird in the beginning, Giesler said. Standing at the altar and looking at the empty pews, only with pictures on them. It’s hard to imagine how people watch from home - if somebody does. The closeness and personal contact to people are missing, of course. But having heard the feedback in the past two weeks, this is a good alternative for worshippers that truly includes them in the service.”Sunday’s service celebrated Palm Sunday, the beginning of Holy Week which concludes with Easter.Latest coronavirus updates: Click here for our roundup of the most important developments from NYC and around the world.
509	Global News	1726639	Mickey Djuric	Saskatchewan NDP leader encouraging public to wear masks to slow the spread of COVID-19	"Saskatchewan NDP leader Ryan Meili says he will start wearing a cloth mask in public, and is encouraging others to do the same, despite Canadian health officials recommending otherwise.
“It’s time to have a really simple message: the masks are useful,” said Meili in a video conference, Sunday.
“The evidence has moved more and more in that direction and I think we’re more at a place where I’m comfortable saying, ‘yes, it’s a good idea for people who are able, and who want to do this, put on a mask that will do more good than harm.’”
Meili made his mask from household products including rubber bands, paper towels and cotton cloth.
But federal health officials say the public should use caution when considering the use of homemade masks, as they can provide a false sense of security for those not ill.
									Story continues below advertisement

			
			
			
			


					
		
	“If you are a healthy individual, the use of a mask is not recommended for preventing the spread of COVID-19,” says the Public Health Agency of Canada in their guidance on preventing the virus.
Public Health says there can be added risks when making homemade masks. For example, it can increase the risk of infection with improper use and disposal, plus it can encourage people to touch their faces more — the opposite of what needs to be happening.
However, Canadian guidelines contravene what other health agencies across the world are doing.
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		In the United States, the Centers for Disease Control and Prevention (CDC) is recommending Americans wear a cloth or fabric mask to help combat the spread of COVID-19.
	
	In Europe, the Czech Republic, Austria and Slovakia have made it mandatory to wear masks. And in Asia, China and South Korea strongly recommend the use of them.
Even the director-general of the Chinese Center for Disease Control and Prevention said the biggest mistake western countries have made is people aren’t wearing masks.
“This virus is transmitted by droplets and close contact,” said George Gao, to Science Magazine. “If they are wearing face masks, it can prevent droplets that carry the virus from escaping and infecting others.”
									Story continues below advertisement

			
			
			
			


					
		
	On Saturday, Canada’s chief public health officer, Dr. Theresa Tam, said masks can serve a purpose.
After previously stating Canada won’t change its guidelines on masks, Dr. Tam said homemade masks can be a good alternative to those who can’t keep a two-metre distance, like being on a bus with others.
“We’ve been getting mixed messages over the last week since this has developed,” Meili said. “Some folks are saying ‘yes’, some say ‘no.’
“As we look at the science as we know it today, there is a role for the wearing of personal masks, and protecting yourself and protecting those around you.”
One guideline the Public Health Agency and Meili can agree on: leave the healthcare masks to healthcare workers, and make your own at home.
Canada’s guidelines on masks can be read in its entirety online.
		
				
			
				    	
				
					
						
												
							
																
								
							
							
																	1:28
																									Saskatchewan people stepping up to support and help others during coronavirus pandemic
															
						
											
				

			

					

							
					

					
						
							
							Previous Video
						
						
							
							Next Video
						
						
					

				

					


		
		
	
	
Questions about COVID-19? Here are some things you need to know:
Health officials caution against all international travel. Returning travellers are legally obligated to self-isolate for 14 days, beginning March 26, in case they develop symptoms and to prevent spreading the virus to others. Some provinces and territories have also implemented additional recommendations or enforcement measures to ensure those returning to the area self-isolate.
									Story continues below advertisement

			
			
			
			


					
		
	Symptoms can include fever, cough and difficulty breathing — very similar to a cold or flu. Some people can develop a more severe illness. People most at risk of this include older adults and people with severe chronic medical conditions like heart, lung or kidney disease. If you develop symptoms, contact public health authorities.
To prevent the virus from spreading, experts recommend frequent handwashing and coughing into your sleeve. They also recommend minimizing contact with others staying home as much as possible and maintaining a distance of two metres from other people if you go out.
For full COVID-19 coverage from Global News, click here.

	
		View link »
	
	
		
		
	
							

					
					
						
							© 2020 Global News, a division of Corus Entertainment Inc."
327	Business Standard	1149253	Capital Market	Heritage Foods continues supply of milk and milk products	"Heritage Foods announced that due to the Global Outbreak of Coronavirus disease 2019 (COVID-19) and in compliance with the directions of the Government of India / State Government our offices and manufacturing plants are working with limited number of employees to ensure supply of ""Essential Commodity i.e., Milk and Milk Products to the public.

Further, being a manufacturer of essential commodities viz. Milk and Milk Products, the Manufacturing units situated across India are operating to meet the demand of the Public. In this evolving situation, the overall adverse impact on the operations of the Company is not immediately assessable.

The Company has also filed the 'Company Affirmation of Readiness towards COVID-19' e-form with the Ministry of Corporate Affairs."
509	Global News	974627	Kaylen Small	Drive-by birthdays: Calgarians celebrate kids’ special days with parades amid COVID-19 pandemic	"With gatherings limited to 15 people and physical distancing measures in place, Calgarians are finding other ways to make birthday girls and boys feel special during the COVID-19 pandemic.


				
		
	
			
							
					People decorated their vehicles and offered drive-by birthday wishes to Calgary kids on Sunday, April 5, 2020.				 
										
					Global News				
					
	
Kamie Densmore reached out to different Facebook groups for help to make her son Robbie Maley’s seventh birthday special.
									Story continues below advertisement

			
			
			
			


					
		
	About 25 honking vehicles decked out with colourful signs paraded by their Midnapore home on Sunday. Even a police officer sang “Happy Birthday” from the passenger seat of a cruiser.
“[Robbie] didn’t know about it until we actually walked out the door today,” Densmore said. “Just thought it would be something to make his day special.”


				
		
	
			
							
					Birthday boy Robbie Maley and mom Kamie Densmore accept a gift from a vehicle on Sunday, April 5, 2020.				 
										
					Global News				
					
	
Densmore explained that it is an emotional time. While she is sad her son isn’t having the party she planned, she is grateful for people she doesn’t know coming together to make it memorable.
	
	“I’ve been crying since the first car came by — the fact that so many strangers would be willing to come out and do this for my son,” she said.


				
		
	
			
							
					Calgary Flames captain Mark Giordano and his wife Lauren Giordano take part in a birthday train celebration on Sunday, April 5, 2020.				 
										
					Global News				
					
	
Calgary Flames captain Mark Giordano and his wife Lauren Giordano joined the Bowness birthday train on Sunday.
									Story continues below advertisement

			
			
			
			


					
		
	The pair along with a convoy of cars paraded through different neighbourhoods to wish children happy birthdays.
Through the Calgary Birthday Train Facebook group, Annette Mitchell and her family have participated in parades.
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		“We put balloons outside our sunroofs or a sign on our car, and away we go,” she said. “We make as much noise as we can.”
But this time, the train rolled past Mitchell’s house for her son’s birthday.
“This is such a great big deal for us because we’re used to having birthday parties like everyone else and having friends and family over,” she explained.
“It’s hard to tell your children, ‘Sorry, not this year because there’s something scary out there that could harm all of us. In order to keep us all safe, we have to self distance and there will be no party.'”
Her son Riley Mitchell, who is turning 12, said celebrating his birthday this way means a lot.
“I wasn’t expecting that [many] people. It was really cool,” he said.

	
		View link »
	
	
		
		
	
							

					
					
						
							© 2020 Global News, a division of Corus Entertainment Inc."
700	Times of India	418438		Corona patient creates ruckus | Kanpur News - Times of India	"Kanpur: A 33-year-old native of Meerut, who tested positive for COVID 19, allegedly created ruckus at Sarsaul CHC quarantine facility, before being shifted from Rama Medical college in Mandhana on Sunday.""Not only, he created ruckus, but he spit on a doctor and bolted the room from inside demanding better hospitality,"" said medical superintendent Dr SL Verma.The matter escalated to such an extent that the cops had to intervene and explain him to follow protocol.The man who had come to the city recently had attended Tablighi Jamaat in Delhi. ""On Friday, he has been put under quarantine at Rama Medical college as a precautionary measure,"" said senior health official.CHC medical superintendent further stated that one should understand that this is not a luxury retreat, but this is a quarantine facility.Meanwhile, a man was booked for selling `gutkha' from his outlet in Gilish Bazar area under the limits of Kotwali police station on Sunday. ""The incident came to light after some local posted a video of the shopkeeper selling gutkha from his outlet in Gilish bazar area. Police swung into action after coming across the video on social media and subsequently booked the owner of the outlet under section 188/271 of IPC and launched an investigation in this regard,"" said SP East Raj Kumar Agarwal."
131	CNBC	954405	Eustance Huang	Asia Pacific set to trade mixed; oil prices drop as OPEC and its allies delay meeting	"Stocks in Asia Pacific were set to trade mixed on Monday as a scheduled meeting between the Organization of the Petroleum Exporting Countries and its allies, initially set to take place later today, was delayed.

Futures pointed to a mixed open for Japanese stocks. The Nikkei futures contract in Chicago was at 18,110 while its counterpart in Osaka was at 17,700. That compared against the Nikkei 225's last close at 17,820.19.

Meanwhile, shares in Australia were set to open little changed. The SPI futures contract was at 5,079, as compared to the S&P/ASX 200's last close at 5,067.50.

Markets in China are closed on Monday for Qingming, a tomb sweeping festival.

Investor focus on Monday will likely be on oil prices after a scheduled meeting between OPEC and its allies — collectively referred to as OPEC+ — was pushed back, raising fears that a production cut might face challenges.

Oil prices plunged in the morning of Asian hours, with international benchmark Brent crude futures down 6.3% to $31.96 per barrel. U.S. crude futures also dropped 7.7% to $26.15 per barrel.

The moves came after both Brent and U.S. crude futures surged last week to their best week on record as Saudi Arabia called for a OPEC+ meeting, signalling there could be progress on a production cut. But tensions between Saudi Arabia and Russia escalated on Friday, and the meeting will now ""likely"" be held on Thursday, according to sources familiar with the matter.

The organization's March meeting ended with no deal after Russia rejected Riyadh's proposed output cut that had been made in a bid to prop up falling oil prices as the coronavirus outbreak sapped demand. This kicked off a price war between the two powerhouse producers."
327	Business Standard	942208	Business Standard	Bronx zoo tiger tests positive for coronavirus	A tiger at New York's Bronx Zoo has tested positive for COVID-19, the institution said Sunday, and is believed to have contracted the virus from a caretaker who was asymptomatic at the time. The four-year-old Malayan tiger named Nadia along with her sister Azul, two Amur tigers and three African lio
327	Business Standard	958335	Ani	Indian envoy to Tehran visits Indian pilgrims stranded in Qom	"Indian ambassador to Iran Gaddam Dharmendra on Sunday visited Qom and interacted with Indian pilgrims housed in a quarantine facility here due to the coronavirus outbreak.

During the day-long visit to the facility, he assured the pilgrims that the Indian Embassy in Tehran is doing everything for the early and safe return of the pilgrims to India.

""Dharmendra also called on Governor of Qom, Bahram Sarmast and thanked him for continued cooperation and safety for Indian pilgrims and confirmed coronavirus patients among the pilgrims,"" the Indian mission in Tehran said in a statement.

Meanwhile, Iran's President Hassan Rouhani on Sunday announced that ""low-risk"" economic activities would resume from April 11 in the Middle Eastern country worst-affected by the new coronavirus.

Globally, the death toll surpassed 69,000, according to data compiled by Johns Hopkins University, and the number of infections rose above 1.2 million."
509	Global News	1044317	Morganne Campbell	Canadians belt out Hip song ‘Bobcaygeon’ in support of town grappling with COVID-19 outbreak	"A nation has come together through music in support of Bobcaygeon, a small Ontario town battling a COVID-19 outbreak at a local nursing home that has claimed the lives of nearly two dozen residents.
“Bobcaygeon has such great residents here that will do whatever it takes to do what they can for this community. As a resident I need to be a part of that,” explains Richard Kyle, a guitarist with The Tragically Hits — a cover band of The Hip that formed in 2015.
In an effort to show that support, Kyle started an online campaign encouraging Canadians from coast to coast to join in and sing ‘Bobcaygeon’ by The Tragically Hip Sunday evening. The idea was inspired after he saw a social media post of a Montreal comedian who sung the Hip’s song ‘Courage’.
“Sing Bobcaygeon to show your solidarity with the town and the feeling this town brings,” added Kyle.
									Story continues below advertisement

			
			
			
			


					
		
	The town of 3,500 is capturing international headlines in recent days not because of its connection to Canada’s beloved band The Tragically Hip, but because of its link to a worldwide pandemic.
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		COVID-19 has killed more than 20 seniors and infected dozens of staff at Pinecrest Nursing Home in the community.
“We certainly knew that Bobcaygeon is a lovely little place,” says Hip guitarist Paul Langlois
“Ever since we came out with that song there’s been a connection for us, too.”
		
				
			
				    	
				
					
						
												
							
																
								
							
							
																	2:07
																									Residents rally for Bobcaygeon nursing home battling COVID-19 outbreak
															
						
											
				

			

					

							
					

					
						
							
							Previous Video
						
						
							
							Next Video
						
						
					

				

					


		
		
	
	
									Story continues below advertisement

			
			
			
			


					
		
	Langlois joined others as he belted out the tune on his porch in his hometown of Kingston, Ont., with his family by his side.
	
	“It helps people. People love music, they love movies. It’s almost like it’s become more important for people to escape a little bit,” added Langlois.
The community has set up a fund that has raised more than $30,000 to help those impacted by the tragedy. The Bobcaygeon COVID-19 Relief Fund was launched to support Bobcaygeon and area patients, families and health-care workers in need of financial assistance, food supplies, transportation, technology and mental wellness counselling.
“I know that they see the outpouring of loved ones from the community but they’re also focused on taking care of the people who are in there,” says Kawartha Lakes councillor Kathleen Seymour-Fagan.
									Story continues below advertisement

			
			
			
			


					
		
	Seymour-Fagan says the singalong is a great way to lift the spirits of those who have been impacted by the pandemic, whether locally, internationally or abroad.
“We need this. Let’s say we need this and remember the good times and the times to come,” she said.
“We need the unity and music brings everyone together and it makes everyone happier.”
Community members have followed suit.
“I think for a lot of us, we’re helpless because we want to do something so to stay home and self isolate seems rather selfish, so I’ve been trying to find ways I can engage in the community and this is is one way we can do it,” said Jennine Profeta, who spent Sunday practicing the song with her husband, Dave Pearce, and son Lucas.
“Just bringing the spirit of our town together. Let’s do it.”
									Story continues below advertisement

			
			
			
			


					
		
	Langlois says his heart is with those impacted by the tragedy, and he’s offering messages of kindness and resiliency through these trying times.
“Hope, resolve, drive — you know, sometimes it takes that to get up in the morning and just, you know, take on another day of this craziness,” he said.

	
		View link »"
327	Business Standard	958335	Ani	73 new deaths, 3, 135 fresh cases of COVID-19 in 24 hours in Turkey	"Turkey on Sunday reported 73 new deaths from the coronavirus and a surge of 3,135 in the number of confirmed cases bringing up the national tally to 27,069 from the pandemic.

So far, a total of 1,042 patients have recovered and been discharged from hospitals, while 1,381 patients are currently under intensive care units, the data shows according to Anadolu agency.

Also, 20,065 tests were conducted on Sunday, and the number of overall tests carried out so far reached 181,445.

After originating in China last December, COVID-19, the disease caused by the coronavirus, has spread to at least 183 countries and regions across the world, with its epicentre shifting to Europe.

The pandemic has killed more than 67,200 people, and infected over 1.2 million, while nearly 253,000 people recovered from the disease, according to figures collated by the U.S.-based Johns Hopkins University."
700	Times of India	418438		Citizens brighten city sky with diyas, burst crackers | Kanpur News - Times of India	Kanpur: As the clock struck 9 on Sunday night, Kanpurites came out in balconies and rooftops to celebrate 'Diwali' by lighting diyas and candles and burst firecrakers on a call given by Prime Minister Narendra Modi to light diyas at 9 pm for 9 minutes.Modi had asked the countrymen to light diyas or flash lights of mobile phones to display that the entire country stands united in the fight against coronavirus. But locals went a mile ahead and burst firecrackers and even raised slogans 'Jai Shri Ram'.Millions of diyas were lit in the city and it gave an impression as it was Diwali being celebrated.It was exactly at 9 pm when the people switched off lights and lit candles and diyas. The city sky wore a festive look and the silence due to lockdown was shattered by firecrackers.
509	Global News	2432069	Jim Mustian And David Porter	New York state’s coronavirus death toll nears 4,200, but hope may be in sight	"NEW YORK — A slight dip in new coronavirus deaths in New York over the last 24 hours may be a glimmer of hope that the spread is slowing, Gov. Andrew Cuomo said Sunday as overall fatalities in the state climbed to nearly 4,200.
Cuomo said it was too soon to determine whether the pandemic had reached its apex.
“We could either be very near the apex, or the apex could be a plateau and we could be on the plateau right now,” Cuomo said. “You can’t do this day to day. You have to look at three or four days to see a pattern.”
The state reported 594 new coronavirus deaths on Sunday — a small decrease compared to the 630 new fatalities announced the day before. ICU admissions and intubations were also down, the governor said, while the discharge rate from hospitals was rising.
									Story continues below advertisement

			
			
			
			


					
		
	Later in the evening, New York City officials also reported a dip in fatalities. As of 4:45 p.m. it said deaths had risen by 218 since the evening before, to a total of 2,472. By comparison, there were 387 new deaths reported in the previous 24 hours and 305 the day before that.
							    	
				
					
						
												
							
																
								
							
							
																	1:29
																									Coronavirus outbreak: Cuomo says U.S. federal stockpile of medical supplies ‘not enough’
															
						
											
				

			

					
				Coronavirus outbreak: Cuomo says U.S. federal stockpile of medical supplies ‘not enough’
			
							
Cuomo sounded cautiously optimistic even as he urged New Yorkers to remain vigilant and continue adhering to the strict social distancing policies in place.
“The coronavirus is truly vicious,” he said. “It’s an effective killer. People who are very vulnerable must stay isolated and protected.”
New Yorkers hunkered down Sunday as the city entered what authorities called a critical phase of the crisis. Those venturing outdoors for groceries or exercise largely heeded the city’s new guidance to wear face coverings such as scarves or bandannas — a sight far less common a week ago.
Mayor Bill de Blasio also found cause for encouragement, telling reporters that while the city still needs thousands more ventilators, its supply had outlasted earlier projections. Like Cuomo, he stopped short of declaring a turning point in the crisis.
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		“I see a few signs that are a little hopeful, for sure,” he said. “But I think it’s early to be able to declare that. Let’s hope and pray, but we’re not quite there yet.”
									Story continues below advertisement

			
			
			
			


					
		
								    	
				
					
						
												
							
																
								
							
							
																	0:32
																									Coronavirus outbreak: Cuomo would ‘welcome’ Trump to New York amid COVID-19 pandemic
															
						
											
				

			

					
				Coronavirus outbreak: Cuomo would ‘welcome’ Trump to New York amid COVID-19 pandemic
			
							
Here are the latest coronavirus developments in New York:
	
	HEALTH CARE CHALLENGES
The governor said the state’s health care system remained over capacity, adding New York is “running short on supplies all across the board.” More than 122,000 people have tested positive for the coronavirus and at least 16,000 people remain hospitalized.
“The operational challenge for the health care system is impossible,” Cuomo said. “It’s not an exercise. It’s not a drill. It’s a statement of reality.”
The federal government was deploying 1,000 doctors, nurses and respiratory technicians to New York, including 325 scheduled to begin arriving in New York City as early as Sunday.
The statewide balance of coronavirus cases has been “relatively stable” over the past few days, Cuomo said, but officials were tracking what they called a shift to Long Island. Nassau and Suffolk counties together have more than 26,000 cases.
MORE MEDICS REQUESTED
De Blasio reiterated his call Sunday for a federal enlistment of health care workers, warning of a “huge surge in these coming days” that could cripple the city’s already strained hospital system.
							    	
				
					
						
												
							
																
								
							
							
																	0:38
																									Coronavirus outbreak: Cuomo reacts to Trump’s call for return of pro sports leagues by late summer
															
						
											
				

			

					
				Coronavirus outbreak: Cuomo reacts to Trump’s call for return of pro sports leagues by late summer
			
							
In all, he said New York City is going to need 45,000 doctors, nurses, and respiratory therapists to get through the crisis.
									Story continues below advertisement

			
			
			
			


					
		
	Some 300 military medical personnel were arriving in New York, an infusion the mayor called a good start. He has asked for about 1,450.
“Right now there’s a peacetime approach in Washington,” de Blasio said, “and that won’t cut it.”
SPRING BREAK SCRAPPED
The city cancelled all of spring break for its public schools and, in a controversial reversal, called for classes to be held on the start of Passover and Good Friday. School officials announced the decision Friday, saying it was important to keep remote learning uninterrupted.
The announcement roiled the city’s teachers union.
							    	
				
					
						
												
							
																
								
							
							
																	1:35
																									Coronavirus outbreak: Trump says U.S has 10,000 ventilators stockpiled, sending 1,000 military personnel to New York
															
						
											
				

			

					
				Coronavirus outbreak: Trump says U.S has 10,000 ventilators stockpiled, sending 1,000 military personnel to New York
			
							
“No matter how angry and frustrated we are right now, we must focus on the most important thing, which is to get through the crisis,” Michael Mulgrew, president of the United Federation of Teachers, said in a letter to his members. “I am sadly sure that there will be many more tough challenges in the days and weeks to come.”
OTHER DEVELOPMENTS
1. Hospitals are starting to line up COVID-19 survivors to donate some blood so that doctors can use it to treat the sick.
									Story continues below advertisement

			
			
			
			


					
		
	2. Thousands of workers like 22-year-old EMT Josh Allert have been thrust onto the front lines of the coronavirus emergency in New York City. Allert’s mental and physical stamina are constantly put to the test as he transports coronavirus patients around the city.
3. A tiger at the Bronx Zoo has tested positive for the new coronavirus, in what is believed to be the first known infection in an animal in the U.S. or a tiger anywhere, federal officials and the zoo said Sunday.
4. As the coronavirus pandemic causes restrictions across the U.S., Appalachian Trail thru-hikers face the difficult decision to postpone their dreams or ignore warnings and forge ahead.

	
		View link »
	
	
		
		
	
							

					
					
						
							© 2020 The Canadian Press"
327	Business Standard	1149253	Capital Market	Power ministry approves 3 months moratorium on Discoms to make payment to Gencos and transmission licensees	"Payment security to be reduced by 50%

Due to the lockdown, consumers are unable to pay their dues to the Distribution Companies (Discoms). This has affected the liquidity position of the Discoms thereby impairing their ability to pay to the generating and transmission companies. In this context, R.K.Singh, the Union Minister of Power has approved significant relief measures for power sector .The following decisions have been taken to ease the liquidity problems of the Discoms:

- CPSU Generation / Transmission Companies will continue supply/ transmission of electricity even to Discoms which have large outstanding dues to the Generation / Transmission companies. During the present emergency there will be no curtailment of supply to any DISCOM.

- Till 30 June 2020 the payment security mechanism to be maintained by the Distribution Companies with the Generating Companies for dispatch of power shall be reduced by fifty percent.

- Directions have been issued to the Central Electricity Regulatory Commission to provide a moratorium of three months to Discoms to make payments to generating companies and transmission licensees and not to levy penal rates of late payment surcharge. State Governments are being requested to issue similar directions to State Electricity Regulatory Commissions.

Despite the lockdown imposed to contain the spread of the COVID 19 pandemic, the whole workforce of the power sector - generation, transmission, distribution and system operations - is working round the clock to keep all homes and establishments lighted. R.K.Singh, the Union Minister of Power, has said that in this time of crisis, the Ministry of Power is committed to provide 24x7 supply of electricity to all consumers.

Around 70% of power generation is from coal based power plants. In order to maintain the continuity of supply of coal by domestic coal companies and transportation by railways, the ministry is in touch with the Ministries of Railways and Coal."
509	Global News	1298872	Dan Spector	West Island’s Family Resource Centre ready to help families during COVID-19 crisis	"The phone has been ringing quite a bit at the Family Resource Centre in Pierrefonds
	
	“Over this week, I’m sure we’ve received easily over 100 calls,” said Ron Swan, executive director of the Family Resource Centre, which helps families and children dealing with behavioural issues.
Many of those calling are parents working from home, now living full-time with kids who are home from school. D.D.O. resident Brian Gutenplan has been living under one roof with five kids, his wife and a dog.
“Ron has been very good at giving some tips and keeping everyone calm,” Gutenplan explained.
“The struggle of the new isolation because of the crisis is causing issues for parents that are not accustomed to being around their children full time and they just need to know someone is there to listen and lend a hand,” said Swan.
									Story continues below advertisement

			
			
			
			


					
		
	Usually the centre holds group sessions in person, but these days the work is being done over the phone. As the COVID-19 quarantine drags on, more people need help.
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		“It was easy at first,” said Swan. “There was a honeymoon period, when no demands were put on their children.
“As the isolation continued, we’re seeing a lot of parents calling us because some of those old issues are creeping back into the picture.”
		
				
			
				    	
				
					
						
												
							
																
								
							
							
																	3:24
																									COVID-19’s mental health impact
															
						
											
				

			

					

							
					

					
						
							
							Previous Video
						
						
							
							Next Video
						
						
					

				

					


		
		
	
	
The organization, which offers its services for free, nearly closed down last year due to a lack of funding. However, a last-minute donation from a corporate sponsor was received.
“It was actually after the 11th hour we got a donation from a corporate sponsor that allowed us to keep servicing the population at large for at least another six to seven months,” said Swan.
He said one caller this week was a mother stuck in a bathroom not sure what to do because her son was having a tantrum, and that she needed to be “redirected” before she could redirect her son.
Local MNA Carlos Leitao recently shared with his network that the resource center is still open.
“Resources offered by the Family Resource Centre are more important than ever,” he told Global News.
									Story continues below advertisement

			
			
			
			


					
		
	Though they specialize in younger kids, Swan says nobody who calls will be denied help.
“You’re not alone, and even though things may be dire, there’s a way out. There’s a light at the end of the tunnel,” he said.
“When our kids have kids, they’ll be reading about this in the textbooks in history,” said Gutenplan.
“I doubt Ron will be mentioned, but organizations like Family Resource Centre will be spoken about because they help so many people.”
If you or your family need help with behavioural issues, the Family Resource Centre number is 514-676-7775.

	
		View link »
	
	
		
		
	
							

					
					
						
							© 2020 Global News, a division of Corus Entertainment Inc."
327	Business Standard	1149250	Afp	Trump 'hopeful and sure' British PM will recover from virus	"US President Donald Trump on Sunday said he was ""hopeful and sure"" Britain's Prime Minister Boris Johnson, who was hospitalised for further coronavirus tests after testing positive, would recover from COVID-19.

""He is a friend of mine, he is a great gentleman, a great leader. He was brought to the hospital today but I am hopeful and sure that he is going to be fine,"" Trump said at his White House briefing."
509	Global News	974074	Albert Delitala	Canadian health care services shift online amid COVID-19 pandemic	"A growing number of Canadian doctors are moving their services online in an effort to better service patients amid the COVID-19 pandemic.
“It gives people the comfort of getting that physician advice from their home,” said Dr. Bharat Bahl on why he took his services online two years ago.
Bahl still works as an emergency room physician in Toronto, but when he can he signs in to see patients virtually, addressing their health care needs at a physical distance.
“I had a patient, you know, where an elderly mother was having a bad headache,” Bahl said.
“He wasn’t sure if he should take her to the hospital because he was afraid of her exposure in the hospital itself.”
			
				
				Tweet This
			
											Story continues below advertisement

			
			
			
			


					
		
	In response to similar stories, Shoppers Drug Mart partnered with the Toronto-based virtual care platform Maple to bring patients online. The aim, in part, is to take some of the burden off the health care system.
		
				
			
				    	
				
					
						
												
							
																
								
							
							
																	1:40
																									Some Toronto fire stations temporarily close due to COVID-19
															
						
											
				

			

					

							
					

					
						
							
							Previous Video
						
						
							
							Next Video
						
						
					

				

					


		
		
	
	
“By giving people an access from home, one, they can relieve the worry of having to leave the house,” said Doug Bryce, vice-president of Health  Pharmacy Programs  Innovation at Shoppers Drug Mart, “and two, you can keep a little bit of strain off those resources.”
		[ Sign up for our Health IQ newsletter for the latest coronavirus updates ]

		Coverage for online health care is mixed across the country, with a handful of provinces, including B.C., Ontario and Quebec, currently paying for some of the services.
“Just because everyone has to isolate doesn’t mean that day-to-day health care problems go away,” Bryce said.
“People still have ear infections, they still have rashes, they still have UTIs.”
			
				
				Tweet This
			
		Dr. Brett Belchetz co-founded Maple about five years ago and serves as CEO. At the time, he said its main value proposition was to help patients avoid wait times and the inconvenience of waiting rooms.
Now, however, concerns around infection have come to the forefront.
“For those needs that aren’t infections, we certainly shouldn’t be putting them in the same waiting room as those patients that are potentially infected with highly-infectious agents like the flu or like COVID-19,” he said.
									Story continues below advertisement

			
			
			
			


					
		
	Belchetz said his platform now boasts about 1,000 health care providers across the country, a significant jump from prior to the pandemic.
Other online health care providers include Tia Health and Livecare.
Shoppers Drug Mart stated it would pay for any costs not covered by provincial governments until Friday.

	
		View link »
	
	
		
		
	
		
							

					
					
						
							© 2020 Global News, a division of Corus Entertainment Inc."
327	Business Standard	958335	Ani	Telangana reports 62 new COVID-19 cases	"With 62 new cases, the total number of COVID-19 cases in Telangana went up to 334, with zero deaths reported on Sunday, according to the state health department.

According to a bulletin issued by the Director of Public Health and Family Welfare of the state, a total of 290 active coronavirus positive cases are being treated at different hospitals across the state.

33 people have been cured or discharged so far, including 10 from Hyderabad and 11 from Karimnager, it said. Hyderabad reported the maximum number of active cases in the state crossing 139.

So far 11 people have died of the coronavirus.

The state has strengthened surveillance, contact tracing and containment measures against the possible spread of disease.

The bulletin highlighted that the Chief Minister has reviewed with the health Minister, Chief Secretary, Special Chief Secretary and other Senior Officials regarding status and steps to be taken-up on prevention and containment of COVID-19 cases in the state."
